1,0.5099458,-10.2381426,1.9221034,2022/4/19 13:56
2,0.5099458,-10.2381426,1.9221034,2022/4/19 13:56
3,0.5099458,-10.198916,1.9221034,2022/4/19 13:56
4,0.5099458,-10.2773692,1.9221034,2022/4/19 13:56
5,0.5099458,-10.2773692,1.9221034,2022/4/19 13:56
6,0.5099458,-10.2381426,1.96133,2022/4/19 13:56
7,0.4707192,-10.2381426,1.8044236,2022/4/19 13:56
8,0.5099458,-10.2381426,1.8828768,2022/4/19 13:56
9,0.5099458,-10.2381426,1.9221034,2022/4/19 13:56
10,0.5099458,-10.198916,1.9221034,2022/4/19 13:56
11,0.5099458,-10.2773692,1.9221034,2022/4/19 13:56
12,0.5099458,-10.2381426,1.9221034,2022/4/19 13:56
13,0.5099458,-10.198916,1.8828768,2022/4/19 13:56
14,0.5099458,-10.2381426,1.9221034,2022/4/19 13:56
15,0.4707192,-10.2773692,1.96133,2022/4/19 13:56
16,0.5099458,-10.2381426,1.9221034,2022/4/19 13:56
17,0.5099458,-10.2381426,1.9221034,2022/4/19 13:56
18,0.5099458,-10.2381426,2.0005566,2022/4/19 13:56
19,0.5491724,-10.2381426,1.96133,2022/4/19 13:56
20,0.5099458,-10.2381426,1.9221034,2022/4/19 13:56
21,0.4707192,-10.198916,1.9221034,2022/4/19 13:56
22,0.5099458,-10.2381426,1.96133,2022/4/19 13:56
23,0.5099458,-10.2381426,1.96133,2022/4/19 13:56
24,0.4707192,-10.2381426,1.96133,2022/4/19 13:56
25,0.4707192,-10.198916,2.0005566,2022/4/19 13:56
26,0.5099458,-10.2381426,1.96133,2022/4/19 13:56
27,0.5099458,-10.2381426,1.96133,2022/4/19 13:56
28,0.5099458,-10.2381426,1.9221034,2022/4/19 13:56
29,0.5491724,-10.2773692,1.9221034,2022/4/19 13:56
30,0.5099458,-10.2381426,1.96133,2022/4/19 13:56
31,0.5491724,-10.2773692,2.0005566,2022/4/19 13:56
32,0.5099458,-10.2381426,2.0005566,2022/4/19 13:56
33,0.5491724,-10.2381426,1.96133,2022/4/19 13:56
