id,x,y,z,timestamp
1,0.980665,10.395049,1.96133,2022-03-25 09:33:42
2,0.980665,10.4342756,2.0397832,2022-03-25 09:33:42
3,0.980665,10.4342756,1.96133,2022-03-25 09:33:42
4,0.980665,10.4735022,2.0397832,2022-03-25 09:33:42
5,0.980665,10.395049,2.0397832,2022-03-25 09:33:42
6,0.980665,10.4342756,2.0005566,2022-03-25 09:33:42
7,0.9414384,10.395049,2.0005566,2022-03-25 09:33:42
8,1.0198916,10.4342756,2.0790097999999997,2022-03-25 09:33:42
9,0.980665,10.4342756,2.0790097999999997,2022-03-25 09:33:43
10,0.980665,10.4342756,2.0005566,2022-03-25 09:33:43
11,0.9414384,10.395049,1.96133,2022-03-25 09:33:43
12,0.9414384,10.395049,2.0790097999999997,2022-03-25 09:33:43
13,0.9414384,10.4342756,2.0397832,2022-03-25 09:33:43
14,1.0198916,10.4342756,2.0397832,2022-03-25 09:33:43
15,0.980665,10.4342756,1.96133,2022-03-25 09:33:43
16,0.980665,10.4342756,2.0005566,2022-03-25 09:33:43
17,0.980665,10.395049,2.0005566,2022-03-25 09:33:43
18,0.980665,10.4342756,2.0790097999999997,2022-03-25 09:33:44
19,0.9414384,10.395049,2.0005566,2022-03-25 09:33:44
20,0.980665,10.4342756,1.96133,2022-03-25 09:33:44
21,0.9414384,10.4342756,2.0790097999999997,2022-03-25 09:33:44
22,0.980665,10.4342756,2.0397832,2022-03-25 09:33:44
23,0.9414384,10.4342756,2.0005566,2022-03-25 09:33:44
24,0.980665,10.4342756,2.0005566,2022-03-25 09:33:44
25,0.980665,10.395049,2.0005566,2022-03-25 09:33:44
26,0.9414384,10.4735022,2.0397832,2022-03-25 09:33:44
27,0.980665,10.3558224,2.0790097999999997,2022-03-25 09:33:45
28,0.9414384,10.4342756,2.0005566,2022-03-25 09:33:45
29,0.980665,10.4342756,2.0397832,2022-03-25 09:33:45
30,0.9414384,10.4342756,2.0790097999999997,2022-03-25 09:33:45
31,0.9414384,10.4735022,1.96133,2022-03-25 09:33:45
32,0.980665,10.395049,2.0005566,2022-03-25 09:33:45
33,0.980665,10.395049,2.0005566,2022-03-25 09:33:45
34,0.980665,10.4342756,2.0005566,2022-03-25 09:33:45
35,0.9414384,10.4735022,2.0005566,2022-03-25 09:33:45
36,0.980665,10.4342756,1.96133,2022-03-25 09:33:46
37,0.980665,10.395049,1.96133,2022-03-25 09:33:46
38,0.9414384,10.4342756,2.0397832,2022-03-25 09:33:46
39,1.0198916,10.395049,2.0005566,2022-03-25 09:33:46
