id,x,y,z,timestamp
1,0.980665,10.4342756,1.96133,2022-03-25 09:37:33
2,0.9414384,10.4342756,2.0005566,2022-03-25 09:37:33
3,1.0198916,10.395049,2.0005566,2022-03-25 09:37:33
4,0.980665,10.395049,2.0005566,2022-03-25 09:37:33
5,0.980665,10.4342756,2.0005566,2022-03-25 09:37:34
6,0.9414384,10.4342756,1.96133,2022-03-25 09:37:34
7,0.9414384,10.395049,2.0005566,2022-03-25 09:37:34
8,0.9414384,10.4342756,2.0397832,2022-03-25 09:37:34
9,0.980665,10.395049,2.0005566,2022-03-25 09:37:34
10,0.980665,10.4342756,2.0397832,2022-03-25 09:37:34
11,0.980665,10.395049,2.0005566,2022-03-25 09:37:34
12,0.980665,10.4342756,2.0005566,2022-03-25 09:37:34
13,0.980665,10.395049,2.0397832,2022-03-25 09:37:34
14,0.9414384,10.4342756,2.0005566,2022-03-25 09:37:35
15,0.980665,10.4342756,1.96133,2022-03-25 09:37:35
16,0.980665,10.395049,1.96133,2022-03-25 09:37:35
17,0.980665,10.395049,1.9221034,2022-03-25 09:37:35
18,0.980665,10.5127288,2.0790097999999997,2022-03-25 09:37:35
19,0.980665,10.4735022,1.96133,2022-03-25 09:37:35
20,1.0198916,10.395049,2.0005566,2022-03-25 09:37:35
21,0.9414384,10.4342756,2.0005566,2022-03-25 09:37:35
22,0.9414384,10.4735022,2.0397832,2022-03-25 09:37:35
23,0.980665,10.4735022,2.0005566,2022-03-25 09:37:36
24,1.0198916,10.3558224,2.0005566,2022-03-25 09:37:36
25,0.980665,10.4735022,2.0397832,2022-03-25 09:37:36
26,0.980665,10.4342756,2.0005566,2022-03-25 09:37:36
27,0.9414384,10.4735022,2.0005566,2022-03-25 09:37:36
28,0.9022117999999999,10.4342756,2.0005566,2022-03-25 09:37:36
29,0.980665,10.395049,2.0005566,2022-03-25 09:37:36
30,0.980665,10.4342756,1.96133,2022-03-25 09:37:36
31,0.980665,10.395049,2.0005566,2022-03-25 09:37:36
32,0.980665,10.395049,2.0005566,2022-03-25 09:37:37
33,0.980665,10.395049,2.0397832,2022-03-25 09:37:37
34,0.980665,10.4342756,1.96133,2022-03-25 09:37:37
35,0.9414384,10.4735022,2.0397832,2022-03-25 09:37:37
36,0.980665,10.4342756,2.0005566,2022-03-25 09:37:37
37,0.9414384,10.4342756,2.0397832,2022-03-25 09:37:37
38,0.980665,10.395049,2.0005566,2022-03-25 09:37:37
39,0.980665,10.4342756,2.0005566,2022-03-25 09:37:37
40,0.9414384,10.4342756,1.8828768,2022-03-25 09:37:37
41,0.9414384,10.395049,1.96133,2022-03-25 09:37:38
42,0.9414384,10.4342756,2.0005566,2022-03-25 09:37:38
43,0.980665,10.395049,2.0005566,2022-03-25 09:37:38
44,1.0198916,10.4342756,2.0005566,2022-03-25 09:37:38
45,0.9414384,10.4342756,2.0005566,2022-03-25 09:37:38
46,0.980665,10.395049,1.9221034,2022-03-25 09:37:38
47,0.9414384,10.4342756,2.0005566,2022-03-25 09:37:38
48,0.9414384,10.4342756,2.0790097999999997,2022-03-25 09:37:38
49,1.0591182,10.395049,2.0397832,2022-03-25 09:37:38
50,0.980665,10.395049,2.0397832,2022-03-25 09:37:39
51,0.980665,10.395049,2.0397832,2022-03-25 09:37:39
52,0.9022117999999999,10.4342756,1.96133,2022-03-25 09:37:39
53,1.1767979999999998,10.591182,2.157463,2022-03-25 09:37:39
54,0.6668522,10.3165958,2.0397832,2022-03-25 09:37:39
55,1.3337044,10.5519554,1.8828768,2022-03-25 09:37:39
56,1.0983448,10.4342756,1.9221034,2022-03-25 09:37:39
57,1.0591182,10.1596894,1.8044235999999998,2022-03-25 09:37:39
58,1.2552512,10.0420096,2.1966896,2022-03-25 09:37:39
59,1.5298374,11.061901200000001,2.2751428,2022-03-25 09:37:40
60,0.8237586,9.8851032,2.157463,2022-03-25 09:37:40
61,0.9414384,10.002782999999999,2.2751428,2022-03-25 09:37:40
62,0.7453053999999999,10.1204628,1.96133,2022-03-25 09:37:40
63,0.784532,10.277369199999999,2.2359162,2022-03-25 09:37:40
64,1.0198916,10.4735022,1.8828768,2022-03-25 09:37:40
65,1.2160246,10.3165958,1.9221034,2022-03-25 09:37:40
66,0.980665,10.277369199999999,1.2160246,2022-03-25 09:37:40
67,1.0591182,10.5519554,1.8436502,2022-03-25 09:37:41
68,1.3337044,10.5127288,1.8828768,2022-03-25 09:37:41
69,0.8629851999999999,9.9635564,1.8044235999999998,2022-03-25 09:37:41
70,0.8629851999999999,10.5127288,2.157463,2022-03-25 09:37:41
71,0.980665,10.4342756,1.8436502,2022-03-25 09:37:41
72,1.3729310000000001,10.7088618,1.96133,2022-03-25 09:37:41
73,0.8237586,10.5519554,2.157463,2022-03-25 09:37:41
74,0.9414384,10.4735022,2.2359162,2022-03-25 09:37:41
75,0.9022117999999999,10.6696352,1.6867438000000001,2022-03-25 09:37:41
76,1.2552512,10.1204628,2.2751428,2022-03-25 09:37:42
77,1.2160246,10.9049948,2.1182364,2022-03-25 09:37:42
78,0.5099458,10.9442214,1.8044235999999998,2022-03-25 09:37:42
79,1.0983448,10.198916,2.2751428,2022-03-25 09:37:42
80,0.784532,10.5519554,1.9221034,2022-03-25 09:37:42
81,1.2944778,11.2188076,1.8044235999999998,2022-03-25 09:37:42
82,1.0591182,10.7088618,1.8436502,2022-03-25 09:37:42
83,0.8237586,10.5519554,1.4906107999999998,2022-03-25 09:37:42
84,1.3729310000000001,10.0812362,1.7259703999999998,2022-03-25 09:37:42
85,1.4906107999999998,10.002782999999999,2.2359162,2022-03-25 09:37:43
86,0.6276256,11.2580342,1.6475172,2022-03-25 09:37:43
87,1.2552512,9.414383999999998,2.157463,2022-03-25 09:37:43
88,1.6475172,10.4735022,2.3535959999999996,2022-03-25 09:37:43
89,1.5298374,10.6696352,2.3143694,2022-03-25 09:37:43
90,0.7060788,10.3558224,1.6475172,2022-03-25 09:37:43
91,0.43149259999999995,10.591182,1.8828768,2022-03-25 09:37:43
92,1.0591182,10.1596894,2.0397832,2022-03-25 09:37:43
93,1.1375714,10.198916,2.4320492,2022-03-25 09:37:43
94,1.2160246,9.845876599999999,2.4320492,2022-03-25 09:37:44
95,1.0983448,10.3558224,1.6475172,2022-03-25 09:37:44
96,0.9022117999999999,10.002782999999999,1.7259703999999998,2022-03-25 09:37:44
97,1.1767979999999998,10.5127288,2.5105024,2022-03-25 09:37:44
98,1.4906107999999998,10.8265416,2.3143694,2022-03-25 09:37:44
99,0.5491724,9.845876599999999,1.8828768,2022-03-25 09:37:44
100,0.8237586,10.8265416,2.3928225999999997,2022-03-25 09:37:44
101,1.0983448,10.198916,2.4712758,2022-03-25 09:37:44
102,0.7453053999999999,9.9635564,2.0397832,2022-03-25 09:37:44
103,1.1375714,10.3558224,2.3535959999999996,2022-03-25 09:37:45
104,0.9414384,10.8657682,2.0005566,2022-03-25 09:37:45
105,1.1767979999999998,10.7480884,2.7458620000000002,2022-03-25 09:37:45
106,0.7060788,9.924329799999999,1.7259703999999998,2022-03-25 09:37:45
107,1.2944778,9.845876599999999,2.157463,2022-03-25 09:37:45
108,1.8436502,11.1403544,3.138128,2022-03-25 09:37:45
109,1.7259703999999998,10.1596894,2.4320492,2022-03-25 09:37:45
110,0.0,10.3558224,1.1767979999999998,2022-03-25 09:37:45
111,0.196133,9.7281968,1.3729310000000001,2022-03-25 09:37:45
112,1.8044235999999998,10.8657682,2.3535959999999996,2022-03-25 09:37:46
113,0.9022117999999999,10.787315,1.9221034,2022-03-25 09:37:46
114,0.3530394,9.7281968,2.157463,2022-03-25 09:37:46
115,0.8629851999999999,10.3558224,1.96133,2022-03-25 09:37:46
116,1.569064,10.4735022,2.3928225999999997,2022-03-25 09:37:46
117,0.980665,10.3165958,2.0005566,2022-03-25 09:37:46
118,0.9414384,10.395049,1.8828768,2022-03-25 09:37:46
119,0.8629851999999999,10.1204628,2.0790097999999997,2022-03-25 09:37:46
120,1.3729310000000001,10.2381426,2.1966896,2022-03-25 09:37:46
121,0.9414384,11.0226746,1.9221034,2022-03-25 09:37:47
122,0.5099458,10.5519554,1.8828768,2022-03-25 09:37:47
123,1.0198916,9.8851032,2.0790097999999997,2022-03-25 09:37:47
124,1.1767979999999998,10.4342756,1.96133,2022-03-25 09:37:47
125,0.7060788,11.1011278,1.9221034,2022-03-25 09:37:47
126,1.0591182,10.277369199999999,1.96133,2022-03-25 09:37:47
127,0.8629851999999999,10.4342756,2.1182364,2022-03-25 09:37:47
128,1.0983448,10.5127288,2.3928225999999997,2022-03-25 09:37:47
