id,x,y,z,timestamp
1,0.980665,10.4342756,2.0005566,2022-03-25 09:41:10
2,1.0198916,10.4342756,2.0397832,2022-03-25 09:41:10
3,1.0198916,10.395049,1.96133,2022-03-25 09:41:10
4,0.980665,10.4735022,2.0005566,2022-03-25 09:41:10
5,1.0198916,10.395049,1.96133,2022-03-25 09:41:10
6,0.980665,10.395049,2.0005566,2022-03-25 09:41:11
7,1.0198916,10.395049,1.96133,2022-03-25 09:41:11
8,1.0198916,10.4342756,2.0005566,2022-03-25 09:41:11
9,0.980665,10.4735022,2.0005566,2022-03-25 09:41:11
10,1.0198916,10.395049,1.96133,2022-03-25 09:41:11
11,0.9414384,10.4342756,2.0005566,2022-03-25 09:41:11
12,1.0198916,10.4342756,1.96133,2022-03-25 09:41:11
13,0.980665,10.395049,1.9221034,2022-03-25 09:41:11
14,0.9414384,10.4342756,1.96133,2022-03-25 09:41:11
15,1.0198916,10.395049,2.0397832,2022-03-25 09:41:12
16,0.980665,10.395049,2.0397832,2022-03-25 09:41:12
17,1.0198916,10.4342756,2.0005566,2022-03-25 09:41:12
18,0.980665,10.395049,2.0005566,2022-03-25 09:41:12
19,0.980665,10.395049,2.0005566,2022-03-25 09:41:12
20,0.980665,10.3558224,1.96133,2022-03-25 09:41:12
21,0.980665,10.4342756,2.0005566,2022-03-25 09:41:12
22,1.0198916,10.4735022,2.0005566,2022-03-25 09:41:12
23,1.0198916,10.395049,1.96133,2022-03-25 09:41:12
24,0.980665,10.395049,1.9221034,2022-03-25 09:41:13
25,1.0198916,10.4342756,2.0005566,2022-03-25 09:41:13
26,0.980665,10.4342756,1.9221034,2022-03-25 09:41:13
27,0.980665,10.3558224,1.96133,2022-03-25 09:41:13
28,0.980665,10.395049,1.96133,2022-03-25 09:41:13
29,0.980665,10.4342756,1.96133,2022-03-25 09:41:13
30,1.0198916,10.395049,1.96133,2022-03-25 09:41:13
31,0.980665,10.4735022,2.0397832,2022-03-25 09:41:13
