"[0.4707192, 0.4707192, 0.4707192, 0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.5099458, 0.4707192, 0.5099458, 0.4707192, 0.5491724, 0.4707192, 0.5491724, 0.5099458, 0.4707192, 0.4707192]","[-10.2381426, -10.2381426, -10.2381426, -10.2773692, -10.2773692, -10.198916, -10.2381426, -10.2381426, -10.2773692, -10.198916, -10.2773692, -10.2773692, -10.2381426, -10.198916, -10.2381426, -10.2381426, -10.2773692, -10.2773692, -10.198916, -10.2381426]","[1.9221034, 1.9221034, 1.9221034, 1.96133, 1.9221034, 1.96133, 1.9221034, 1.96133, 1.9221034, 2.0005566, 1.8828768, 2.0005566, 1.96133, 1.9221034, 1.9221034, 2.0397832, 1.96133, 1.8828768, 1.9221034, 1.96133]",2
"[0.5099458, 0.5099458, 0.4707192, 0.4707192, 0.4707192, 0.4314926, 0.4707192, 0.4707192, 0.4707192, 0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.4707192, 0.5099458, 0.4707192, 0.4707192, 0.5099458, 0.4707192, 0.5099458]","[-10.2381426, -10.2381426, -10.2381426, -10.198916, -10.2381426, -10.2381426, -10.2773692, -10.2381426, -10.2381426, -10.2381426, -10.2773692, -10.198916, -10.2381426, -10.198916, -10.3165958, -10.2773692, -10.2381426, -10.2773692, -10.2381426, -10.2381426]","[1.9221034, 1.8828768, 1.9221034, 1.96133, 2.0005566, 1.96133, 1.96133, 1.96133, 1.96133, 1.9221034, 1.9221034, 1.96133, 1.9221034, 1.9221034, 1.96133, 1.9221034, 1.96133, 1.8828768, 1.96133, 1.96133]",2
"[0.4707192, 0.5099458, 0.4314926, 0.5099458, 0.5099458, 0.5099458, 0.4314926, 0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.5099458, 0.4707192, 0.5099458, 0.4707192, 0.5099458, 0.5491724, 0.4707192, 0.5491724, 0.5099458]","[-10.198916, -10.2773692, -10.198916, -10.2381426, -10.2381426, -10.2773692, -10.2381426, -10.198916, -10.2381426, -10.198916, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.198916, -10.2381426, -10.2381426, -10.2381426]","[1.96133, 1.8828768, 1.8828768, 1.96133, 1.8828768, 1.9221034, 1.96133, 1.9221034, 1.96133, 1.9221034, 1.96133, 2.0005566, 2.0005566, 1.96133, 1.96133, 1.96133, 1.96133, 1.96133, 1.9221034, 2.0005566]",2
"[0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.5099458, 0.5491724, 0.4314926, 0.4314926, 0.4707192, 0.5491724, 0.4707192, 0.5099458, 0.5099458, 0.5099458, 0.5099458, 0.5099458, 0.5099458, 0.5491724, 0.4707192, 0.5491724]","[-10.2773692, -10.2381426, -10.2773692, -10.2773692, -10.198916, -10.2773692, -10.198916, -10.198916, -10.2381426, -10.2773692, -10.2773692, -10.2381426, -10.2773692, -10.198916, -10.2773692, -10.198916, -10.2381426, -10.2381426, -10.2381426, -10.2773692]","[2.0005566, 1.96133, 1.96133, 1.96133, 1.96133, 2.0005566, 1.96133, 1.96133, 1.96133, 1.9221034, 1.96133, 2.0005566, 1.8828768, 1.96133, 1.8828768, 1.96133, 2.0005566, 1.9221034, 1.9221034, 1.96133]",2
"[0.4707192, 0.5099458, 0.4707192, 0.5099458, 0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.4707192, 0.4314926, 0.5099458, 0.5099458, 0.4707192, 0.4707192, 0.4707192, 0.5099458, 0.4707192, 0.4707192, 0.4707192, 0.5491724]","[-10.2773692, -10.3165958, -10.2381426, -10.2773692, -10.2381426, -10.2773692, -10.2381426, -10.198916, -10.2381426, -10.198916, -10.2381426, -10.2381426, -10.2773692, -10.2381426, -10.2773692, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426]","[1.9221034, 1.9221034, 1.96133, 1.9221034, 1.96133, 1.9221034, 1.96133, 1.96133, 2.0005566, 1.96133, 2.0005566, 1.96133, 1.9221034, 1.8828768, 1.96133, 2.0005566, 1.9221034, 1.9221034, 1.9221034, 1.9221034]",2
"[0.4707192, 0.4707192, 0.4707192, 0.5099458, 0.4707192, 0.4707192, 0.4707192, 0.5099458, 0.5099458, 0.5099458, 0.4707192, 0.5099458, 0.5099458, 0.5099458, 0.4707192, 0.5099458, 0.4707192, 0.4707192, 0.5491724, 0.5491724]","[-10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2773692, -10.2381426, -10.2773692, -10.2381426, -10.2381426, -10.2381426, -10.2773692]","[1.96133, 1.9221034, 1.9221034, 1.96133, 2.0397832, 1.96133, 1.96133, 1.96133, 1.9221034, 1.9221034, 1.96133, 2.0005566, 1.96133, 1.9221034, 1.96133, 1.96133, 1.96133, 1.96133, 1.9221034, 2.0005566]",2
"[0.4707192, 0.5099458, 0.5099458, 0.5099458, 0.5099458, 0.5491724, 0.4707192, 0.4707192, 0.4707192, 0.5099458, 0.5099458, 0.5491724, 0.4707192, 0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.4707192, 0.5099458, 0.5099458]","[-10.2381426, -10.2773692, -10.2381426, -10.2381426, -10.2381426, -10.2773692, -10.2381426, -10.198916, -10.2381426, -10.2773692, -10.2773692, -10.2381426, -10.198916, -10.2381426, -10.2773692, -10.2381426, -10.2381426, -10.2773692, -10.2381426, -10.2381426]","[1.9221034, 1.9221034, 1.9221034, 1.96133, 1.96133, 1.8436502, 2.0005566, 1.9221034, 1.9221034, 1.9221034, 1.96133, 1.96133, 1.9221034, 1.96133, 1.96133, 1.96133, 1.9221034, 1.9221034, 1.96133, 1.96133]",2
"[0.4707192, 0.4707192, 0.5491724, 0.5099458, 0.4707192, 0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.5099458, 0.5099458, 0.5099458, 0.5099458, 0.5099458, 0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.5099458, 0.4707192]","[-10.2381426, -10.2381426, -10.2773692, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2773692, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2773692, -10.2773692, -10.2381426, -10.2773692, -10.2773692, -10.2381426, -10.2381426, -10.2381426]","[2.0005566, 1.9221034, 1.96133, 1.9221034, 1.96133, 1.9221034, 1.96133, 1.9221034, 1.96133, 1.9221034, 1.96133, 1.9221034, 1.9221034, 1.96133, 1.96133, 1.8828768, 2.0005566, 1.9221034, 2.0005566, 1.9221034]",2
"[0.5099458, 0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.4314926, 0.5491724, 0.4707192, 0.5099458, 0.4707192, 0.4707192, 0.4707192, 0.4707192, 0.5099458, 0.5099458, 0.4707192, 0.5099458]","[-10.2773692, -10.2381426, -10.2773692, -10.3165958, -10.198916, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2773692, -10.2773692, -10.2381426, -10.198916, -10.2381426, -10.2773692, -10.2381426, -10.2773692, -10.2381426, -10.2773692]","[1.9221034, 1.9221034, 1.9221034, 1.96133, 1.96133, 2.0005566, 1.9221034, 1.9221034, 1.96133, 1.9221034, 1.9221034, 1.9221034, 2.0005566, 1.96133, 1.9221034, 2.0005566, 1.96133, 1.9221034, 2.0005566, 1.8828768]",2
"[0.4707192, 0.4707192, 0.5491724, 0.4707192, 0.4314926, 0.5099458, 0.4707192, 0.5099458, 0.4707192, 0.5491724, 0.4707192, 0.5099458, 0.5099458, 0.5099458, 0.4707192, 0.5099458, 0.5099458, 0.5099458, 0.4314926, 0.5099458]","[-10.2381426, -10.2381426, -10.2773692, -10.2381426, -10.2381426, -10.2773692, -10.2381426, -10.2381426, -10.2381426, -10.2381426, -10.2773692, -10.2381426, -10.2381426, -10.2773692, -10.198916, -10.2773692, -10.2773692, -10.2773692, -10.198916, -10.2381426]","[1.9221034, 1.9221034, 2.0005566, 1.96133, 2.0005566, 1.96133, 1.9221034, 2.0005566, 1.9221034, 1.96133, 2.0005566, 2.0005566, 1.8828768, 1.96133, 1.9221034, 1.9221034, 2.0005566, 1.96133, 1.96133, 1.9221034]",2
