"[0.0392266, 0.1569064, 0.6668522, 0.5099458, 0.6668522, 0.196133, 0.588399, 0.392266, 0.1569064, 0.784532, 0.588399, 0.392266, 0.1176798, 0.4707192, 0.4314926, 0.4707192, 0.4707192, 0.196133, 0.7060788, 0.6276256]","[-10.3558224, -10.4342756, -10.198916, -10.1596894, -10.0812362, -10.002783, -10.5127288, -10.2773692, -10.9442214, -10.1596894, -10.591182, -9.8851032, -10.0812362, -10.8657682, -11.6110736, -9.2967042, -10.198916, -11.4541672, -10.2381426, -9.414384]","[1.6867438, 2.0005566, 1.9221034, 2.0005566, 1.6867438, 1.765197, 2.157463, 1.8044236, 1.0983448, 2.2359162, 1.9221034, 1.8044236, 2.0790098, 2.0790098, 2.3143694, 2.157463, 2.2359162, 1.6867438, 1.569064, 1.765197]",6
"[0.7453054, 0.392266, 0.980665, 0.7453054, 0.3530394, 0.9414384, 0.0784532, 0.784532, 0.5099458, 0.6276256, 0.6276256, 0.6276256, 0.4314926, 0.7453054, 0.4707192, 1.176798, 0.0784532, 0.196133, 0.8629852, 0.3530394]","[-9.7674234, -10.5519554, -10.1204628, -9.9243298, -10.0812362, -10.1204628, -10.9049948, -10.1596894, -9.8458766, -10.6304086, -9.4536106, -10.5519554, -10.1204628, -10.3165958, -10.1204628, -9.9243298, -10.7088618, -11.1403544, -9.8851032, -10.2381426]","[2.0790098, 1.96133, 1.8044236, 1.8828768, 2.0397832, 2.4712758, 2.353596, 1.6475172, 1.6475172, 2.1966896, 2.4320492, 1.4513842, 1.1375714, 2.0790098, 1.9221034, 1.2944778, 1.4513842, 2.1966896, 1.6082906, 2.1182364]",6
"[0.1569064, 0.0784532, 0.392266, 0.6668522, 0.7060788, 1.2160246, 0.5491724, -0.1569064, 0.4707192, 1.2944778, 0.4707192, 0.392266, -0.392266, 1.4906108, 0.6276256, 0.3530394, 0.7060788, 0.6668522, 0.5491724, 0.0392266]","[-10.2381426, -10.9049948, -10.6696352, -9.8458766, -10.983448, -9.6889702, -10.2773692, -10.787315, -10.4342756, -10.1596894, -10.395049, -10.3165958, -10.002783, -10.1596894, -10.4342756, -10.3165958, -9.9243298, -10.198916, -10.2773692, -10.6304086]","[2.7066354, 2.549729, 1.96133, 2.1966896, 1.8044236, 1.2160246, 1.8044236, 2.6674088, 1.6867438, 1.8436502, 1.96133, 1.8044236, 1.9221034, 1.8828768, 2.0005566, 1.5298374, 1.8044236, 1.9221034, 1.8828768, 1.7259704]",6
"[0.7060788, 2.1966896, 0.1569064, 1.0983448, 0.6668522, 0.5099458, 0.6276256, 0.4707192, 0.6276256, 0.588399, 0.2745862, 0.1569064, 0.784532, 0.392266, 0.4314926, 0.6276256, 0.8237586, 0.196133, 0.2353596, 0.6276256]","[-9.7281968, -10.002783, -10.787315, -9.6497436, -10.2381426, -10.2773692, -9.9243298, -10.198916, -10.002783, -10.2381426, -9.9635564, -9.80665, -10.2773692, -11.2188076, -9.6889702, -10.198916, -11.2972608, -11.8072066, -10.0812362, -9.610517]","[1.9221034, 1.96133, 2.1182364, 1.7259704, 1.569064, 2.0005566, 1.8044236, 1.6082906, 1.569064, 2.2359162, 1.765197, 2.157463, 2.3143694, 2.0790098, 1.9221034, 1.96133, 1.2944778, 2.0005566, 1.7259704, 2.0005566]",6
"[0.8629852, 1.4513842, 0.196133, 0.4707192, 0.5099458, 0.4707192, 1.2160246, 0.5491724, 0.5491724, 0.5099458, 0.6276256, 0.3530394, 0.5099458, 0.8629852, 0.5099458, 0.6668522, 0.6276256, 0.1569064, 0.784532, 0.7060788]","[-10.002783, -9.4536106, -9.9635564, -9.9243298, -11.1403544, -10.983448, -10.7088618, -10.002783, -10.2773692, -10.198916, -10.4735022, -10.5519554, -10.1596894, -9.6497436, -9.9635564, -9.2574776, -11.0226746, -10.2773692, -9.7281968, -9.8458766]","[2.0005566, 1.2160246, 1.6867438, 1.7259704, 1.6475172, 2.2359162, 1.6082906, 2.157463, 2.0790098, 2.0790098, 1.5298374, 0.9414384, 2.1182364, 1.9221034, 1.6475172, 1.2552512, 2.3143694, 2.0790098, 1.8828768, 1.8828768]",6
"[0.6276256, 0.4707192, 0.3530394, 0.588399, 0.4707192, 1.2944778, 0.3138128, 0.196133, -0.0784532, 1.0198916, 0.4707192, 1.176798, 0.2745862, -0.0392266, 0.6668522, 0.4314926, 0.3138128, 1.2552512, 0.392266, -0.1569064]","[-10.0812362, -9.8458766, -10.002783, -10.1596894, -10.2773692, -9.414384, -10.2381426, -10.2381426, -10.4342756, -10.2381426, -10.6304086, -9.8851032, -10.0812362, -11.5326204, -9.8458766, -9.9635564, -10.1596894, -10.5519554, -10.5127288, -10.5127288]","[1.9221034, 1.9221034, 2.0790098, 1.6082906, 2.2751428, 1.0591182, 1.9221034, 2.6281822, 2.2359162, 1.6867438, 1.96133, 1.6082906, 1.5298374, 1.765197, 1.6867438, 1.8044236, 1.8436502, 1.8436502, 2.0397832, 1.8436502]",6
"[0.196133, 1.0983448, 0.9022118, 0.3138128, 0.2745862, 0.5491724, 0.3530394, 0.392266, 0.588399, 0.3530394, 0.6276256, 0.7453054, 0.196133, 0.2745862, 0.8629852, 0.6276256, 0.6276256, 0.588399, 0.6276256, 0.2745862]","[-10.4735022, -10.2381426, -10.395049, -10.8265416, -10.395049, -10.2381426, -9.8458766, -10.2381426, -10.4342756, -10.7480884, -10.002783, -10.0812362, -9.7281968, -10.591182, -10.0812362, -10.2773692, -9.1005712, -10.8265416, -11.6503002, -10.787315]","[1.8436502, 2.0397832, 1.8436502, 2.3143694, 1.9221034, 1.765197, 1.4906108, 2.157463, 1.765197, 1.6082906, 1.4906108, 2.3928226, 1.6082906, 1.765197, 2.2359162, 1.9221034, 1.8828768, 2.0005566, 1.2160246, 1.8436502]",6
"[0.392266, 0.4707192, 1.0591182, 0.7453054, 0.4707192, 0.4314926, 0.7060788, 0.3530394, 1.0198916, 0.9022118, 0.1569064, 0.3530394, 0.980665, 0.2353596, 0.4314926, 0.392266, 0.2353596, 0.2745862, 0.3530394, 0.4314926]","[-10.1596894, -9.5320638, -10.1596894, -10.0420096, -9.8851032, -10.7088618, -10.983448, -11.0619012, -10.395049, -10.8657682, -10.5127288, -9.9635564, -10.002783, -10.5127288, -10.6304086, -10.198916, -10.0420096, -10.2381426, -10.591182, -9.80665]","[1.7259704, 2.157463, 2.3928226, 1.9221034, 1.6867438, 1.8436502, 2.0790098, 2.3928226, 2.0005566, 1.765197, 2.5889556, 2.2359162, 1.4906108, 1.3337044, 2.353596, 1.8044236, 1.5298374, 1.176798, 2.2751428, 1.5298374]",6
"[0.196133, 0.5099458, 0.1569064, 0.3530394, 0.4707192, 0.9414384, 0.5491724, -0.196133, 1.0198916, 0.392266, -0.196133, 1.372931, 0.5491724, 1.3337044, 0.3138128, -0.0392266, 0.6668522, 0.2353596, 0.0, 0.784532]","[-10.3165958, -10.591182, -10.4342756, -10.6696352, -10.198916, -9.2967042, -9.9243298, -10.4342756, -9.8851032, -10.591182, -10.8265416, -9.2967042, -10.5127288, -9.80665, -10.002783, -11.2580342, -10.4342756, -9.8851032, -10.0812362, -10.2381426]","[2.1182364, 1.96133, 2.0005566, 2.0397832, 2.0397832, 1.176798, 2.157463, 2.3143694, 1.8436502, 1.6082906, 1.9221034, 1.7259704, 2.1182364, 1.7259704, 1.7259704, 1.8828768, 1.7259704, 1.96133, 1.8828768, 1.8828768]",6
"[0.8629852, 0.2745862, -0.1176798, 0.9414384, 1.0591182, 0.3530394, 0.6276256, 0.6276256, 0.6668522, 0.4314926, 0.784532, 0.2745862, 0.6668522, 0.7060788, 0.5491724, 0.5099458, 1.6475172, 0.7453054, 0.1176798, 0.6276256]","[-10.1204628, -10.198916, -10.3558224, -10.4342756, -10.3558224, -11.2580342, -10.3165958, -10.2773692, -10.3558224, -10.3558224, -9.80665, -10.3165958, -9.80665, -10.0420096, -10.198916, -10.1204628, -9.6889702, -11.2580342, -9.6889702, -10.8265416]","[1.765197, 1.8044236, 1.8044236, 1.9221034, 2.0005566, 1.4513842, 1.765197, 1.6867438, 1.4906108, 2.0790098, 1.8044236, 1.7259704, 1.8044236, 2.1966896, 2.0005566, 1.8044236, 1.7259704, 1.9221034, 1.8436502, 2.0005566]",6
