171,-9.4536106,0.196133,2.2751428,10:16:11
172,-9.4928372,0.1569064,2.2751428,10:16:12
173,-9.5320638,0.2353596,2.2751428,10:16:12
174,-9.4928372,0.196133,2.2751428,10:16:12
175,-9.4536106,0.2353596,2.353596,10:16:12
176,-9.4928372,0.196133,2.3143694,10:16:12
177,-9.4928372,0.2353596,2.2359162,10:16:12
178,-9.4928372,0.196133,2.2359162,10:16:12
179,-9.4928372,0.196133,2.2359162,10:16:12
180,-9.4928372,0.2353596,2.2359162,10:16:12
181,-9.4536106,0.196133,2.2359162,10:16:13
182,-9.4928372,0.196133,2.3143694,10:16:13
183,-9.4928372,0.2353596,2.2359162,10:16:13
184,-9.4928372,0.196133,2.2751428,10:16:13
185,-9.5320638,0.2353596,2.2359162,10:16:13
186,-9.5320638,0.1569064,2.2751428,10:16:13
187,-9.5320638,0.196133,2.3143694,10:16:13
188,-9.5712904,0.1569064,2.2751428,10:16:13
189,-9.4536106,0.196133,2.2359162,10:16:13
190,-9.4536106,0.2353596,2.2751428,10:16:14
191,-9.4928372,0.196133,2.2359162,10:16:14
192,-9.4536106,0.2353596,2.1966896,10:16:14
193,-9.4536106,0.2353596,2.1966896,10:16:14
194,-9.4536106,0.196133,2.2359162,10:16:14
195,-9.4536106,0.2353596,2.1966896,10:16:14
196,-9.4928372,0.2353596,2.3143694,10:16:14
197,-9.5320638,0.196133,2.2359162,10:16:14
198,-9.5320638,0.2353596,2.2359162,10:16:14
199,-9.5320638,0.2353596,2.2751428,10:16:15
200,-9.4536106,0.1569064,2.2751428,10:16:15
201,-9.4928372,0.1569064,2.2751428,10:16:15
202,-9.4928372,0.196133,2.2359162,10:16:15
203,-9.4928372,0.2353596,2.2359162,10:16:15
204,-9.5320638,0.2353596,2.2751428,10:16:15
205,-9.4928372,0.2353596,2.1966896,10:16:15
206,-9.4928372,0.196133,2.2359162,10:16:15
207,-9.4928372,0.2353596,2.3143694,10:16:15
208,-9.5320638,0.1569064,2.2751428,10:16:16
209,-9.5320638,0.196133,2.2751428,10:16:16
210,-9.5320638,0.2353596,2.3143694,10:16:16
211,-9.4928372,0.196133,2.2751428,10:16:16
212,-9.5320638,0.2353596,2.2751428,10:16:16
213,-9.4928372,0.196133,2.2751428,10:16:16
214,-9.5320638,0.196133,2.2751428,10:16:16
215,-9.4536106,0.196133,2.2359162,10:16:16
216,-9.4928372,0.196133,2.2359162,10:16:16
217,-9.5320638,0.2353596,2.2751428,10:16:17
218,-9.4928372,0.196133,2.2359162,10:16:17
219,-9.5320638,0.2353596,2.2751428,10:16:17
